4191.2543,-1831.3817,-0.412
3216.1314,-1452.6858,-0.4243
1775.4311,-4358.9953,-1.184
37.6495,359.2914,1.4664
495.7813,-9747.5922,-1.52
5334.1584,1970.6649,0.3539
3596.5117,9306.5449,1.202
61.8391,-82.2553,-0.9261
2667.3116,4944.324,1.0761
5120.9352,5343.7544,0.8067
1873.181,8536.8221,1.3548
2033.4786,5403.53,1.2109
733.7188,-4841.2445,-1.4204
4379.8065,-1801.5717,-0.3902
679.5298,2893.0428,1.3401
392.4259,-3248.0151,-1.4506
9343.4778,-2016.6678,-0.2126
6297.3939,6288.0852,0.7847
2931.8782,2221.0244,0.6483
5288.7113,-498.8209,-0.094
6281.7434,-457.8767,-0.0728
297.4195,2171.9305,1.4347
2908.2077,374.6582,0.1281
374.2168,-2642.0306,-1.4301
1008.6344,286.3828,0.2767
584.7691,-367.933,-0.5616
763.2499,-9953.3801,-1.4943
5888.2708,2482.3981,0.399
2192.6004,4233.6139,1.0929
4557.1571,-4137.1512,-0.7371
4016.2838,-7596.6087,-1.0845
94.7836,-39.6141,-0.3959
4617.0722,3768.0538,0.6845
6895.6391,2514.3379,0.3496
2210.9313,2476.097,0.8419
1398.7566,-4861.9402,-1.2907
9008.4862,-1989.0931,-0.2173
1957.1268,717.6958,0.3515
621.02,2785.6316,1.3514
3172.1301,-7130.0114,-1.1522
82.9739,236.778,1.2337
1453.1728,1317.8845,0.7366
8324.9321,1307.0836,0.1557
5351.7732,-548.6397,-0.1022
109.8392,7906.671,1.5569
3887.9659,5551.4856,0.9598
3458.9006,5374.6193,0.999
7079.5982,5438.8983,0.6551
1423.1865,128.733,0.0902
1480.0059,3272.8924,1.1461
408.1397,-5532.2069,-1.4972
101.56,5647.333,1.5528
7417.5197,-2992.9026,-0.3835
50.7216,5367.053,1.5613
838.1861,-3300.6986,-1.3221
1737.6995,4615.0657,1.2107
5073.5031,-845.3172,-0.1651
797.1957,8609.5499,1.4785
7061.3493,-242.868,-0.0344
2895.2718,1216.7352,0.3978
326.558,-8157.5254,-1.5308
816.4949,-83.5952,-0.102
4937.5711,1585.3606,0.3107
5533.0482,-5086.0742,-0.7433
1175.8649,4866.603,1.3337
608.523,2781.9835,1.3555
955.5492,250.0785,0.256
1829.8346,-5890.5974,-1.2696
687.9683,-4230.7997,-1.4096
5219.8345,-8012.6883,-0.9934
2495.6739,-5748.046,-1.1612
4745.1254,-8411.2207,-1.0572
2918.818,9248.601,1.2651
5899.2187,-6805.2866,-0.8566
9149.9442,-1752.9846,-0.1893
6565.47,1385.6053,0.208
2474.5224,-4761.3648,-1.0915
5168.0891,2563.6753,0.4605
894.5628,599.3601,0.5903
1902.7874,-654.4302,-0.3313
6885.5932,-3041.7631,-0.416
220.905,-2704.9594,-1.4893
1667.9339,3076.6459,1.074
6547.484,-3286.7163,-0.4652
8008.907,-5176.2902,-0.5738
329.617,818.3927,1.1879
820.6799,-465.1349,-0.5156
4444.3958,8436.6717,1.0859
2239.5488,-5986.0268,-1.2128
1903.4594,243.5167,0.1272
8309.1555,-4962.6486,-0.5384
3142.0248,1356.2094,0.4075
1728.9747,-3668.241,-1.1303
661.1417,983.4358,0.9789
4322.9733,4617.6843,0.8183
5785.7935,2532.1139,0.4125
2411.556,-432.2362,-0.1774
2503.0262,-1175.638,-0.4391
4572.3318,-5690.2814,-0.8939
6834.3072,-2146.8751,-0.3044
7115.3732,-2057.2041,-0.2814
3311.2932,1163.7355,0.338
3031.1752,2997.0098,0.7797
1238.6685,-8496.5472,-1.426
4795.5736,-4877.9488,-0.7939
3753.9099,-275.7843,-0.0733
2537.2021,790.9505,0.3022
3153.4929,-2495.7411,-0.6695
1081.2053,-3503.3416,-1.2714
3957.9556,8899.6575,1.1523
1532.4098,1092.9033,0.6195
7820.4468,-6223.8252,-0.6722
52.4647,193.8239,1.3064
3087.2373,2158.8315,0.6102
2092.7783,-5797.6137,-1.2244
2141.9023,-974.6233,-0.427
3470.8408,6394.8147,1.0735
1051.4811,-6441.1033,-1.409
116.1434,4783.7522,1.5465
3954.572,-9119.8236,-1.1616
2097.116,9744.7051,1.3588
8255.1237,2227.8658,0.2636
3014.0713,3975.4457,0.9221
1083.951,-1665.1208,-0.9937
2064.194,2030.4806,0.7772
2871.9401,-1484.711,-0.4771
1435.2361,5387.0163,1.3104
300.2117,-435.5016,-0.9673
5795.0488,1750.6535,0.2934
51.5061,-279.1251,-1.3883
8503.8469,-3134.632,-0.3532
6507.153,-32.5058,-0.005
3915.0566,-9044.1837,-1.1623
69.8896,-9390.9004,-1.5634
5075.8078,-1683.7609,-0.3203
1394.7858,-4354.5101,-1.2608
3697.0073,-4824.5805,-0.917
935.5832,-14.7221,-0.0157
8528.6813,-2353.0099,-0.2692
1702.9161,2191.356,0.9102
4013.5355,-360.2402,-0.0895
5406.321,7076.4686,0.9184
470.3718,-8416.2403,-1.515
82.8653,-1587.6585,-1.5187
6036.617,5224.8557,0.7134
7018.9981,-1828.8207,-0.2549
744.0513,-482.9714,-0.5757
3009.037,-2289.2879,-0.6504
2644.1056,-7726.5936,-1.2411
2999.0485,-1293.739,-0.4073
1706.3677,-6812.2576,-1.3254
116.5982,-488.5366,-1.3365
1180.0328,-8890.1549,-1.4388
3614.7478,-3782.5181,-0.8081
4395.9511,81.4381,0.0185
5970.2594,-1840.9744,-0.2991
4256.3398,597.5498,0.1395
7322.3041,3084.6234,0.3987
118.1329,725.8234,1.4095
314.9418,4089.2794,1.4939
1624.7065,2151.3886,0.924
3237.9264,-553.5056,-0.1693
2315.0912,328.3285,0.1409
3483.2221,624.6291,0.1774
2016.9339,3411.5173,1.0369
2241.7032,7425.3056,1.2776
1676.223,-4475.1273,-1.2124
4738.5716,1109.2505,0.2299
1689.2473,5362.2676,1.2656
4788.9888,108.5587,0.0227
4384.1236,741.5769,0.1676
8258.2066,-3012.6701,-0.3498
3347.5216,-1558.7116,-0.4358
7163.6823,2260.3262,0.3056
2322.5683,5551.9442,1.1746
8878.3449,1902.2416,0.2111
1319.4238,-802.9792,-0.5467
1244.7779,-6007.1808,-1.3665
1571.8981,3142.0895,1.1069
2206.4487,-6445.9445,-1.241
5083.4548,3132.528,0.5523
4973.8069,-1719.1316,-0.3328
2021.7078,-1343.2746,-0.5864
1991.1163,-538.4108,-0.2641
4264.9835,5151.0994,0.8792
2092.8629,9539.6293,1.3548
4220.7675,-2264.2269,-0.4924
3229.298,-7666.6859,-1.1721
455.0504,173.3549,0.364
8531.6225,-5004.1676,-0.5305
2951.7782,3211.8165,0.8276
3097.448,-3517.2166,-0.8488
5331.7788,-4537.3607,-0.7051
1920.4429,-1352.4404,-0.6136
2771.1083,4104.0061,0.9769
4544.2433,4615.4021,0.7932
271.9593,2702.9383,1.4705
3309.0573,2825.3571,0.7067
8298.7488,1274.9447,0.1524
8741.9409,-2989.2921,-0.3295
3359.8474,-3531.4613,-0.8103
1458.0331,-751.8205,-0.4761
107.3615,-63.0254,-0.5308
2258.6371,-887.2715,-0.3743
687.7315,-98.7603,-0.1426
456.611,570.3405,0.8957
1387.9417,3280.5008,1.1705
754.3425,-2867.568,-1.3136
4800.5514,-5768.0868,-0.8767
1658.3993,4769.1297,1.2361
8954.2094,389.2323,0.0434
