-3.48672165, -0.68980643, 2.40516302
8.69378080, -1.97512720, -17.17132294
-3.49821705, 0.17782260, -0.62206205
2.36923094, 1.68207088, 3.98521436
2.82169094, -0.42357607, -1.19520077
-4.33560925, -0.54729931, 2.37287595
-6.11004961, 1.98428480, -12.12407855
1.61383650, 0.10628712, 0.17153003
-8.97607310, -1.22429489, 10.98936039
8.94592174, 0.66753267, 5.97169505
4.40402744, -1.76130060, -7.75681617
9.28224132, -0.25105048, -2.33031112
2.58647167, -0.80531484, -2.08292402
-7.66503308, -1.63566900, 12.53745696
5.01958107, 0.94213671, 4.72913161
9.32689184, 0.18015756, 1.68031007
0.58440072, -0.93735489, -0.54779088
-2.94663661, -1.76729845, 5.20758630
-9.68175666, 0.81224944, -7.86400145
6.93896677, -1.08569400, -7.53359456
-9.19328789, -1.14418393, 10.51881231
-1.07862308, 1.98850800, -2.14485062
-0.52891825, -0.85936180, 0.45453214
8.26139809, -0.80849995, -6.67933997
-4.40295911, -1.60208728, 7.05392477
-2.35110535, 1.74151705, -4.09449004
2.58541586, 0.16176731, 0.41823578
8.89989047, 1.98095272, 17.63026219
-3.02142981, -1.27133166, 3.84123938
-9.78208589, -1.18820060, 11.62308032
-0.49890955, -1.61974468, 0.80810610
3.53650593, -1.29062778, -4.56431281
8.62500990, 0.22015868, 1.89887080
-8.05516830, -1.89214011, 15.24150705
4.00432781, 1.46584853, 5.86973806
6.51554133, 1.83808227, 11.97610100
4.95684245, 0.26070938, 1.29229532
3.46785582, -1.16888432, -4.05352230
0.28143534, 0.17408662, 0.04899413
-2.17641019, 0.03149598, -0.06854818
4.03548682, -1.46566615, -5.91467643
-5.01218903, -0.66521803, 3.33419851
-8.34174042, 0.06682184, -0.55741047
-8.52052005, -1.72447170, 14.69339566
4.47899618, 0.18093893, 0.81042476
-3.06877563, -0.29800127, 0.91449905
-9.12127196, 0.28234285, -2.57532589
-9.86414668, -1.27418724, 12.56876988
7.03485569, 0.10321538, 0.72610530
-3.88848832, 1.36724314, -5.31650898
7.53641707, 1.50421512, 11.33639254
-9.81362276, -1.70329544, 16.71549893
8.24589027, -0.04418450, -0.36434056
9.15078869, -0.98201593, -8.98622023
7.77914655, 1.89531530, 14.74393551
3.37139182, 1.85737467, 6.26193778
1.99126275, 0.55064691, 1.09648267
2.06265990, -0.73394883, -1.51388683
0.62249907, 1.99653885, 1.24284358
-2.53311620, 1.53001127, -3.87569634
5.29553372, -0.44648244, -2.36436282
7.20593035, -0.39432494, -2.84147806
1.76240713, 1.97860358, 3.48710506
8.82289309, -0.40848297, -3.60400156
7.78390189, 0.59645645, 4.64275848
-2.93090377, -1.52606824, 4.47275915
-5.52670670, 0.52207129, -2.88533489
-6.61808403, 0.18104171, -1.19814922
-9.04865466, -1.85098830, 16.74895391
-7.43935372, 1.20884541, -8.99302858
-5.91643873, 1.21800150, -7.20623124
5.32394709, -0.93390123, -4.97204071
-7.28586300, -1.02032658, 7.43395971
-7.37969566, 0.74011578, -5.46182922
1.73421264, 1.31381662, 2.27843740
-8.32480402, 0.44983577, -3.74479459
1.67252102, -1.33906160, -2.23960868
-0.72603484, 0.73023459, -0.53017576
2.27522588, 0.46010717, 1.04684773
-0.61227234, -1.63812052, 1.00297588
6.93773040, 0.01946468, 0.13504072
-4.89836130, -0.13705472, 0.67134355
5.48855614, 0.57122733, 3.13521325
8.53679467, 1.92793042, 16.45834616
-5.69629293, -0.12908834, 0.73532499
0.87081950, -1.33145988, -1.15946123
-2.27702503, 0.94418791, -2.14993950
1.25168529, 0.13555934, 0.16967764
-9.59124160, -1.50723196, 14.45622590
-2.77201552, 0.40250518, -1.11575061
2.66988212, 0.11869119, 0.31689149
-6.55696858, -0.38172660, 2.50296934
-1.79064017, 1.96476176, -3.51818132
-2.38294041, 1.54115229, -3.67247406
-2.47936662, -0.17626260, 0.43701960
5.16423285, -0.29919461, -1.54511063
1.97907935, 1.64030368, 3.24629115
-3.06850241, -0.57525297, 1.76516512
4.78690610, -1.06216648, -5.08449119
-0.16723628, 1.24407121, -0.20805384
-2.95105049, 0.73749173, -2.17637534
2.78478178, -0.64116471, -1.78550380
-0.44619532, -0.72627005, 0.32405830
-5.68596457, -0.29570885, 1.68139003
4.28161024, -0.85763408, -3.67205487
0.54773421, -0.54986445, -0.30117957
-2.98512600, -1.72960276, 5.16308218
-5.30289748, -0.77953551, 4.13379687
2.21954441, -0.47677158, -1.05821570
2.72058980, 1.50364061, 4.09078932
-3.89875616, 1.84710034, -7.20139384
3.74654820, 0.04182472, 0.15669831
1.37435022, 1.82257486, 2.50485616
-3.41562882, 0.88136447, -3.01041389
-6.04026540, 1.24302286, -7.50818794
-5.92598690, 0.60424588, -3.58075319
-2.24839256, 0.64052793, -1.44015823
2.78135284, 0.16283960, 0.45291439
0.31118590, 1.70471204, 0.53048235
-8.14608782, -1.90055868, 15.48211788
1.18813753, 0.80934663, 0.96161511
0.93981263, -1.25852926, -1.18278170
-2.64993420, -1.19746205, 3.17319563
-6.71300559, -0.38819967, 2.60598658
-2.92743642, -0.23078762, 0.67561608
-6.07022852, 1.19865772, -7.27612629
9.49676179, -1.83325950, -17.41002877
-6.33017931, 1.60788425, -10.17819561
-6.51700389, 0.89929750, -5.86072529
-0.00490462, 0.75277484, -0.00369208
6.91930777, 1.87037939, 12.94173064
6.08150613, -0.26599502, -1.61765032
0.83536648, -1.23617691, -1.03266075
-0.05158595, -1.76380532, 0.09098757
-9.57620461, 1.25773750, -12.04435160
9.44886957, 0.98354472, 9.29338575
4.92029200, -0.88899006, -4.37409070
-1.83549480, -1.10417458, 2.02670669
-0.09153482, -0.77431787, 0.07087704
-5.85118651, -0.14006317, 0.81953570
5.90362323, -0.30365692, -1.79267602
2.76417630, 0.84556147, 2.33728098
4.65504837, 0.68072444, 3.16880518
7.16745999, 0.69050545, 4.94917016
3.73192029, -1.17844207, -4.39785188
2.25698399, -1.44851719, -3.26928011
7.32954180, 0.21314936, 1.56228715
-6.43687272, -0.51701465, 3.32795751
-8.59784581, -1.13751881, 9.78021133
-0.86647144, 1.81627775, -1.57375279
-1.30072875, 1.91185857, -2.48680941
0.99389459, -0.82215976, -0.81714014
8.94735868, -1.01630769, -9.09326939
0.77292281, -0.66292874, -0.51239275
-3.88831978, 1.11593670, -4.33911876
-3.32188110, 1.43218622, -4.75755234
1.35663701, 1.31485923, 1.78378670
-2.46635439, 1.74106240, -4.29407689
2.39988788, 0.18106933, 0.43454608
4.23047038, 1.54762174, 6.54716794
1.49086416, -0.42000847, -0.62617558
5.58078678, -0.01882112, -0.10503663
2.50231158, 1.59523835, 3.99178339
9.91594737, -0.34855332, -3.45623636
-6.80798310, 1.32179417, -8.99875235
-5.25392199, 1.60027615, -8.40772603
9.04234709, -1.61181127, -14.57455695
-1.12560283, -0.94359627, 1.06211463
-3.50643486, -0.08208039, 0.28780954
8.23838998, 0.40288748, 3.31914414
6.04810472, 0.74980877, 4.53492194
0.00427829, -1.27905765, -0.00547218
6.33299482, 1.17898147, 7.46648357
-2.28086510, -1.13331780, 2.58494502
-8.93640342, -1.77935917, 15.90107139
-9.97025656, 1.55329021, -15.48670187
9.64787034, -1.71055051, -16.50316951
8.86824075, -1.26761079, -11.24147764
0.21810500, -1.14597129, -0.24994206
-1.39432032, -1.07284544, 1.49589020
3.12113944, 0.75564378, 2.35846959
-6.89928224, 0.97122742, -6.70077211
9.89087149, -0.50720417, -5.01669131
-3.64747915, -0.89412749, 3.26131139
-3.98915211, -1.16690069, 4.65494436
-8.28822810, 1.39885585, -11.59403635
1.45743636, 1.59575346, 2.32570912
-0.38821811, 0.94575628, -0.36715971
-0.05360911, 0.58575657, -0.03140189
-8.70203603, -1.75412343, 15.26444532
-4.70644761, 0.75528282, -3.55469900
8.49370118, -1.89263749, -16.07549726
-1.89323134, -0.30526368, 0.57793477
-3.01953127, 0.60656474, -1.83154119
-9.97045776, -0.63969872, 6.37808911
-9.86375192, 0.04707840, -0.46436961
